Date,open,hight,low,close,volume,close_adj
"2012-03-28","10400","10440","10360","10400","401304","10400"
"2012-03-29","10380","10390","10320","10360","259477","10360"
"2012-03-30","10340","10360","10270","10320","263403","10320"
"2012-04-02","10410","10430","10340","10350","264038","10350"
"2012-04-03","10330","10330","10280","10300","153417","10300"
"2012-04-04","10300","10310","10050","10050","710886","10050"
"2012-04-05","9990","10050","9920","10010","460663","10010"
"2012-04-06","9940","9980","9890","9900","262214","9900"
"2012-04-09","9780","9850","9770","9790","430618","9790"
"2012-04-10","9810","9890","9740","9770","419757","9770"
"2012-04-11","9620","9730","9610","9690","630158","9690"
"2012-04-12","9720","9780","9680","9760","328542","9760"
"2012-04-13","9880","9930","9850","9880","447631","9880"
"2012-04-16","9740","9760","9690","9700","282512","9700"
"2012-04-17","9710","9750","9680","9680","205117","9680"
"2012-04-18","9850","9920","9830","9890","325163","9890"
"2012-04-19","9830","9850","9800","9830","153945","9830"
"2012-04-20","9810","9820","9760","9790","99565","9790"
"2012-04-23","9820","9880","9740","9780","104556","9780"
"2012-04-24","9710","9740","9650","9710","286643","9710"
"2012-04-25","9800","9820","9760","9780","225591","9780"
"2012-04-26","9860","9870","9760","9780","267638","9780"
"2012-04-27","9800","9930","9700","9750","551748","9750"
"2012-05-01","9680","9700","9560","9570","375159","9570"
"2012-05-02","9620","9650","9580","9610","159940","9610"
"2012-05-07","9370","9400","9330","9340","642550","9340"
"2012-05-08","9420","9440","9390","9400","181043","9400"
"2012-05-09","9330","9330","9250","9280","573827","9280"
"2012-05-10","9230","9300","9210","9270","362589","9270"
"2012-05-11","9240","9280","9150","9160","377078","9160"
"2012-05-14","9210","9250","9170","9200","106831","9200"
"2012-05-15","9120","9150","9070","9150","348361","9150"
"2012-05-16","9100","9110","8980","8980","342568","8980"
"2012-05-17","9020","9100","8980","9080","198298","9080"
"2012-05-18","8930","8930","8800","8830","605713","8830"
"2012-05-21","8830","8890","8820","8850","122748","8850"
"2012-05-22","8940","8960","8910","8950","123511","8950"
"2012-05-23","8920","8930","8750","8790","305842","8790"
"2012-05-24","8770","8820","8710","8780","364072","8780"
"2012-05-25","8820","8830","8760","8790","127677","8790"
"2012-05-28","8810","8830","8780","8800","101168","8800"
"2012-05-29","8790","8870","8730","8870","230348","8870"
"2012-05-30","8860","8870","8780","8830","323859","8830"
"2012-05-31","8710","8750","8660","8740","228979","8740"
"2012-06-01","8680","8700","8630","8640","304237","8640"
"2012-06-04","8490","8500","8440","8500","411789","8500"
"2012-06-05","8540","8610","8510","8610","195978","8610"
"2012-06-06","8660","8760","8620","8750","231659","8750"
"2012-06-07","8880","8880","8810","8830","171294","8830"
"2012-06-08","8840","8840","8630","8650","216281","8650"
"2012-06-11","8820","8870","8800","8830","609818","8830"
"2012-06-12","8670","8790","8660","8750","272897","8750"
"2012-06-13","8790","8830","8760","8790","74352","8790"
"2012-06-14","8730","8800","8730","8780","73781","8780"
"2012-06-15","8830","8840","8760","8780","175850","8780"
"2012-06-18","8970","8980","8920","8940","261456","8940"
"2012-06-19","8920","8920","8840","8890","175234","8890"
"2012-06-20","8930","8980","8920","8970","133936","8970"
"2012-06-21","9010","9070","9000","9040","188879","9040"
"2012-06-22","8930","9050","8930","9020","267603","9020"
"2012-06-25","9050","9050","8940","8940","96692","8940"
"2012-06-26","8890","8920","8830","8900","196715","8900"
"2012-06-27","8900","8960","8870","8960","138930","8960"
"2012-06-28","9030","9110","9020","9090","138693","9090"
"2012-06-29","9040","9270","9020","9230","447943","9230"
"2012-07-02","9310","9320","9220","9250","295872","9250"
"2012-07-03","9260","9320","9240","9290","466499","9290"
"2012-07-04","9210","9220","9180","9190","196796","9190"
"2012-07-05","9170","9220","9150","9160","81390","9160"
"2012-07-06","9150","9160","9060","9110","129745","9110"
"2012-07-09","9010","9040","8970","8970","402005","8970"
"2012-07-10","9000","9050","8930","8930","92663","8930"
"2012-07-11","8900","8940","8880","8940","127061","8940"
"2012-07-12","8950","8950","8780","8790","285685","8790"
"2012-07-13","8760","8840","8760","8780","199823","8780"
"2012-07-17","8800","8890","8800","8840","124607","8840"
"2012-07-18","8870","8890","8800","8820","90396","8820"
"2012-07-19","8880","8920","8850","8880","168116","8880"
"2012-07-20","8870","8870","8740","8760","128029","8760"
"2012-07-23","8670","8690","8580","8590","228478","8590"
"2012-07-24","8570","8600","8530","8550","132638","8550"
"2012-07-25","8490","8510","8410","8450","342625","8450"
"2012-07-26","8480","8530","8440","8530","236739","8530"
"2012-07-27","8650","8650","8590","8640","187490","8640"
"2012-07-30","8740","8760","8670","8700","101250","8700"
"2012-07-31","8680","8820","8660","8790","260620","8790"
"2012-08-01","8690","8740","8660","8720","86445","8720"
"2012-08-02","8740","8780","8720","8730","116070","8730"
"2012-08-03","8620","8640","8600","8630","92217","8630"
"2012-08-06","8760","8840","8760","8820","203855","8820"
"2012-08-07","8810","8900","8790","8890","235756","8890"
"2012-08-08","8970","9050","8930","8960","391113","8960"
"2012-08-09","8940","9080","8940","9060","260600","9060"
"2012-08-10","9020","9030","8930","8970","80431","8970"
"2012-08-13","8970","8980","8940","8960","79419","8960"
"2012-08-14","8970","9050","8970","9010","128502","9010"
"2012-08-15","9030","9040","8940","9000","63753","9000"
"2012-08-16","9040","9180","9040","9160","246175","9160"
"2012-08-17","9200","9270","9170","9250","405263","9250"
"2012-08-20","9290","9300","9220","9270","274928","9270"
"2012-08-21","9250","9270","9220","9250","101332","9250"
"2012-08-22","9230","9240","9150","9210","125960","9210"
"2012-08-23","9160","9270","9140","9240","146017","9240"
"2012-08-24","9140","9170","9130","9150","194154","9150"
"2012-08-27","9220","9240","9160","9180","92612","9180"
"2012-08-28","9210","9220","9070","9120","86188","9120"
"2012-08-29","9130","9170","9120","9160","73118","9160"
"2012-08-30","9140","9150","9040","9060","128267","9060"
"2012-08-31","8980","9030","8910","8940","378740","8940"
"2012-09-03","8930","8980","8840","8870","217011","8870"
"2012-09-04","8870","8880","8810","8870","201834","8870"
"2012-09-05","8850","8850","8750","8770","194756","8770"
"2012-09-06","8770","8780","8730","8770","113988","8770"
"2012-09-07","8950","8960","8890","8960","251818","8960"
"2012-09-10","8920","8960","8920","8960","152522","8960"
"2012-09-11","8890","8900","8860","8890","110348","8890"
"2012-09-12","8900","9050","8900","9050","279623","9050"
"2012-09-13","9050","9120","9010","9100","335753","9100"
"2012-09-14","9240","9290","9180","9240","380868","9240"
"2012-09-18","9250","9270","9200","9230","208795","9230"
"2012-09-19","9260","9380","9220","9330","579539","9330"
"2012-09-20","9250","9300","9150","9150","548141","9150"
"2012-09-21","9200","9240","9180","9210","151485","9210"
"2012-09-24","9160","9180","9120","9150","244482","9150"
"2012-09-25","9120","9200","9110","9180","381842","9180"
"2012-09-26","9090","9120","9040","9070","259595","9070"
"2012-09-27","9020","9120","9000","9120","200670","9120"
"2012-09-28","9130","9150","8990","9000","304488","9000"
"2012-10-01","8970","8990","8920","8950","110346","8950"
"2012-10-02","8970","9000","8920","8920","145585","8920"
"2012-10-03","8920","8960","8890","8910","193362","8910"
"2012-10-04","8940","9030","8890","8990","163376","8990"
"2012-10-05","9020","9060","8960","9060","150896","9060"
"2012-10-09","8990","9000","8920","8920","153792","8920"
"2012-10-10","8820","8820","8740","8760","423866","8760"
"2012-10-11","8690","8770","8670","8690","386426","8690"
"2012-10-12","8690","8740","8670","8700","239165","8700"
"2012-10-15","8690","8760","8650","8730","82102","8730"
"2012-10-16","8800","8860","8800","8860","126581","8860"
"2012-10-17","8930","9000","8910","8970","336606","8970"
"2012-10-18","9040","9150","9030","9140","509885","9140"
"2012-10-19","9120","9180","9090","9150","328438","9150"
"2012-10-22","9030","9190","9020","9170","149656","9170"
"2012-10-23","9220","9240","9120","9170","217986","9170"
"2012-10-24","9070","9200","9060","9110","296544","9110"
"2012-10-25","9110","9230","9100","9210","179386","9210"
"2012-10-26","9220","9240","9090","9100","157375","9100"
"2012-10-29","9120","9150","9060","9070","76759","9070"
"2012-10-30","9100","9160","8980","9000","258033","9000"
"2012-10-31","9080","9150","9060","9080","211406","9080"
"2012-11-01","9080","9140","9020","9120","284420","9120"
"2012-11-02","9210","9240","9190","9200","195271","9200"
"2012-11-05","9160","9200","9140","9180","79908","9180"
"2012-11-06","9150","9160","9120","9140","164147","9140"
"2012-11-07","9190","9200","9080","9120","226896","9120"
"2012-11-08","9020","9060","8960","9000","321289","9000"
"2012-11-09","8920","8940","8890","8920","288279","8920"
"2012-11-12","8870","8890","8830","8830","204883","8830"
"2012-11-13","8880","8890","8770","8830","266225","8830"
"2012-11-14","8830","8840","8810","8820","86137","8820"
"2012-11-15","8870","8980","8840","8980","446130","8980"
"2012-11-16","9060","9190","9050","9170","471541","9170"
"2012-11-19","9310","9350","9290","9290","469187","9290"
"2012-11-20","9350","9360","9270","9270","539135","9270"
"2012-11-21","9360","9420","9320","9390","773144","9390"
"2012-11-22","9500","9530","9460","9530","494066","9530"
"2012-11-26","9640","9660","9550","9560","501953","9560"
"2012-11-27","9530","9610","9530","9600","290902","9600"
"2012-11-28","9540","9570","9460","9470","386576","9470"
"2012-11-29","9520","9590","9510","9570","363636","9570"
"2012-11-30","9600","9660","9540","9630","321079","9630"
"2012-12-03","9640","9690","9610","9630","280774","9630"
"2012-12-04","9590","9620","9570","9580","385515","9580"
"2012-12-05","9550","9680","9540","9620","280955","9620"
"2012-12-06","9680","9730","9660","9700","435379","9700"
"2012-12-07","9710","9740","9680","9700","197076","9700"
"2012-12-10","9750","9750","9680","9700","139205","9700"
"2012-12-11","9690","9700","9650","9690","126105","9690"
"2012-12-12","9750","9770","9730","9750","238124","9750"
"2012-12-13","9840","9940","9840","9910","742494","9910"
"2012-12-14","9890","9950","9850","9940","439344","9940"
"2012-12-17","10090","10110","9990","10000","679567","10000"
"2012-12-18","10030","10140","10020","10110","642322","10110"
"2012-12-19","10220","10350","10180","10350","801369","10350"
"2012-12-20","10280","10330","10200","10220","522485","10220"
"2012-12-21","10330","10360","10100","10120","528967","10120"
"2012-12-25","10290","10310","10210","10250","416727","10250"
"2012-12-26","10310","10430","10290","10430","642681","10430"
"2012-12-27","10510","10580","10480","10540","375179","10540"
"2012-12-28","10610","10630","10570","10630","509163","10630"
